X,Y,Z,Label
40.0,40.0,40.0,#FF5733
26.11680684369926,53.45162223943531,45.129406097432096,#FF5733
39.0084716987171,42.40553721163653,59.830034350731395,#FF5733
55.737202867597674,46.468452883922176,29.48812275601762,#FF5733
37.486517112750136,20.864635412926507,34.75402765016096,#FF5733
20.723420738544576,36.072779393028334,36.395776050104026,#FF5733
40.0,40.0,40.0,#FF5733
33.00826255265566,43.44671823791951,21.58164663017359,#FF5733
57.98240416687739,46.17280414220052,46.207223968981864,#FF5733
23.430899087852936,47.73051663050873,31.89419913959668,#FF5733
30.30938947909922,22.76946852169384,43.033290739000755,#FF5733
40.0,40.0,40.0,#FF5733
29.98493238982308,55.71965325127162,32.748040097782486,#FF5733
46.30173031322095,44.527715005987815,58.43333914091489,#FF5733
50.84577087361327,45.17605418427479,55.98679821723329,#FF5733
31.049563264827878,50.63490181900883,54.38014414217479,#FF5733
40.0,40.0,40.0,#FF5733
42.83281425046612,24.89301256282078,27.20335614329815,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
36.0920470529531,34.433996123867345,21.191823463861688,#FF5733
43.669260919371204,25.08781107984852,52.81261666933366,#FF5733
51.12429377539651,51.80105499184182,28.29593279760409,#FF5733
59.97806826054493,39.163536934802394,40.420854033564495,#FF5733
52.48038076035816,32.19617083336768,53.540322980435164,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
58.07463709260307,37.08601126867689,48.0508486288353,#FF5733
40.47351176384865,37.22467578252283,20.199157540716058,#FF5733
40.0,40.0,40.0,#FF5733
31.343560386390912,47.10811248992816,23.430727534183447,#FF5733
40.0,40.0,40.0,#FF5733
59.29749966823,37.13401069778457,44.4037043354714,#FF5733
40.0,40.0,40.0,#FF5733
57.81765702532963,48.244605643116444,43.81543915129231,#FF5733
40.394745305520175,37.533585005007225,59.843411330117725,#FF5733
40.0,40.0,40.0,#FF5733
55.081059641301074,52.60963416057998,36.317776971467595,#FF5733
30.984055063766675,26.675897738578072,51.88196262550845,#FF5733
40.56368034163985,26.105083079784485,54.37405816924216,#FF5733
40.0,40.0,40.0,#FF5733
24.19374702195433,51.979617506628934,42.578978710437916,#FF5733
54.13017266661912,34.910336408226975,53.207329212755695,#FF5733
37.96613369679548,54.34889999164899,26.216950377715936,#FF5733
40.0,40.0,40.0,#FF5733
55.26320958383977,51.013480140091,33.23703553139578,#FF5733
23.90766036612782,29.074332125808127,35.34528340164964,#FF5733
39.4735656520136,59.24071332225196,45.4330302528309,#FF5733
40.0,40.0,40.0,#FF5733
31.754746905691633,21.881402115700173,38.0681065977016,#FF5733
40.0,40.0,40.0,#FF5733
58.09310110217936,36.30183932065946,47.67875641598922,#FF5733
29.66283551338306,25.580706939148325,49.23184802744825,#FF5733
40.0,40.0,40.0,#FF5733
41.05395163861198,20.519566151690174,44.40475686333444,#FF5733
34.62501249284398,22.9380028640022,31.05585314134883,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
25.2140172663488,27.435475998804726,44.84844833153417,#FF5733
47.75796133627521,32.64262466645232,56.9021615217156,#FF5733
39.81313747979987,38.34158644269465,20.069752965116308,#FF5733
28.766492628620824,23.723232412505645,42.97911883614315,#FF5733
45.69291301349483,43.199989360922345,21.096275247698802,#FF5733
33.00014319266697,37.57838908943138,58.57788484393873,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
47.36006701077166,33.12358364120873,57.278434872913074,#FF5733
35.52932391706319,55.77847320344823,28.55216881983653,#FF5733
40.0,40.0,40.0,#FF5733
32.389582406738185,35.43710343609473,57.923769664980426,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
29.841494221808233,56.81043298580079,36.22984042985641,#FF5733
22.334127767610795,47.48962750103162,34.35886197964535,#FF5733
40.0,40.0,40.0,#FF5733
37.77885928490859,58.3631428853806,47.60667583737201,#FF5733
40.0,40.0,40.0,#FF5733
40.85966340465503,41.49328580091053,59.92563866849683,#FF5733
53.40870454728585,45.90515202519489,26.386190029130994,#FF5733
40.0,40.0,40.0,#FF5733
21.241887968471154,39.278889854304076,46.90023428373176,#FF5733
28.010289794804414,30.599628028896845,27.04315408749772,#FF5733
56.088548170144705,28.53072759807558,43.1007109422499,#FF5733
31.857117249381425,52.99369407060533,27.160320295692948,#FF5733
40.29585965411433,40.117442946969256,20.002533304958988,#FF5733
41.128325445205235,36.79627738499649,59.7094658247203,#FF5733
40.0,40.0,40.0,#FF5733
55.79946990231075,46.31815477691573,50.50988444374693,#FF5733
40.0,40.0,40.0,#FF5733
47.2728314385137,41.17777715504263,21.40648597386641,#FF5733
40.0,40.0,40.0,#FF5733
34.36582883558156,48.23174089024852,22.665221166514804,#FF5733
41.53562789320057,44.0194820341804,20.46834335877969,#FF5733
29.370333937306384,35.43930164499178,23.684049831215926,#FF5733
23.20737980315859,29.326881403049587,37.9770204301414,#FF5733
29.90867930482125,56.93840582066176,43.35494484032586,#FF5733
37.157113842023975,44.77602257256064,20.78782660188651,#FF5733
40.0,40.0,40.0,#FF5733
28.143039340783684,31.56124363054421,53.71859595085321,#FF5733
41.95653908898029,38.961413276496046,59.876953801099745,#FF5733
35.32624292014037,51.41237517879909,55.74527508609464,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
40.0,40.0,40.0,#FF5733
25.24404639936668,44.699607881674496,52.65604674037117,#FF5733
41.78831516671208,39.807343690603346,20.081043892539018,#FF5733
25.52858493692736,41.0413042736996,53.76567584544432,#FF5733
38.21827237690175,39.21160488599215,20.095129243793185,#FF5733
59.68118831688174,43.48791461998643,39.303380994285476,#FF5733
40.0,40.0,40.0,#FF5733
29.195385514160353,31.615350146800246,25.40692107019148,#FF5733
37.6605111151436,57.525023710086685,49.3488146691724,#FF5733
29.645478356830736,39.28288292509175,57.09589496464032,#FF5733
46.604122445519515,34.93210679308177,21.81478553418032,#FF5733
32.81107707767775,45.96208424171558,22.314612282689517,#FF5733
40.0,40.0,40.0,#FF5733
53.099108727537995,31.599272293618142,27.436516225689385,#FF5733
52.73789023721867,36.87304638698073,24.901380413872435,#FF5733
40.0,40.0,40.0,#FF5733
47.341955382259634,55.18810412134018,50.743239007126206,#FF5733
40.186868261457484,34.00518761328657,20.920500407480098,#FF5733
40.0,40.0,40.0,#FF5733
49.10487885688572,45.28802885523304,57.00405633452378,#FF5733
40.0,40.0,40.0,#FF5733
43.863383880666234,49.828945682734414,56.98428955701311,#FF5733
23.606895506925234,32.31024615507279,31.506837403913714,#FF5733
31.04703878715001,27.2054918202358,27.504198866853287,#FF5733
40.0,40.0,40.0,#FF5733
34.08917561907625,58.48511726317005,35.16651317321233,#FF5733
33.185397982457154,36.0510066606485,21.616130686162435,#FF5733
44.69540888910054,44.50102592551142,58.9127972807311,#FF5733
27.82288060852692,31.69878906326734,26.479361690005895,#FF5733
39.431040994864,50.376884407872076,22.912093292736643,#FF5733
40.0,40.0,40.0,#FF5733
25.696906193519176,37.413153157673015,53.73789397896755,#FF5733
51.525370406196664,53.698713165258226,31.08310061647284,#FF5733
38.86146500171355,55.0473572948277,53.12557718728866,#FF5733
38.457614828545886,20.342219942095653,36.65444605813378,#FF5733
42.090145605507026,39.24948010011827,20.12368215117143,#FF5733
28.260380859494372,56.126995699879984,41.449604129383715,#FF5733
52.04832051518347,51.16858041771124,28.593826925014415,#FF5733
59.06635013276869,43.213062608180344,34.8862419601056,#FF5733
26.59342952013771,34.895057414697995,53.935689045370346,#FF5733
38.20954110305685,42.625608628692994,20.25410330556523,#FF5733
46.20733261980847,22.387228236968394,32.840440476508476,#FF5733
46.495350723730496,29.409302742955653,55.673147437109336,#FF5733
41.57897900960289,45.67505262422413,-20.88716130451784,#33FF57
40.0,40.0,-40.0,#33FF57
39.760004511789774,39.24572550116012,-59.98433066544983,#33FF57
39.82358675758003,39.85592632267776,-20.001297013471056,#33FF57
27.787460073438147,41.69866165747111,-55.747012958512805,#33FF57
33.20720136356884,21.220537939405094,-41.09072975551951,#33FF57
40.0,40.0,-40.0,#33FF57
47.25156604637864,27.77718374420013,-25.928129028023218,#33FF57
53.64162371202587,36.33013012274479,-54.157618358449575,#33FF57
48.868524393636235,46.620779778119854,-56.65876796792362,#33FF57
40.0,40.0,-40.0,#33FF57
53.73694209522333,34.72160717293971,-53.543817446928315,#33FF57
40.0,40.0,-40.0,#33FF57
43.09092590537127,43.3779522612991,-59.468837036861984,#33FF57
40.0,40.0,-40.0,#33FF57
30.743868833410694,31.69893968004937,-55.66577267138251,#33FF57
56.19618151092567,50.74098857670136,-44.72386164703418,#33FF57
32.79732109627736,38.95522788105681,-21.371262312508993,#33FF57
41.17379007017257,39.5613473005405,-59.960706417369636,#33FF57
44.544103412582345,28.628750202277068,-55.81283662767511,#33FF57
55.93849155794073,49.85738128250276,-46.98545067327917,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
38.72586871427099,38.07017047409599,-20.134141159575417,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
55.64739751425698,49.261487061437506,-48.329694378646195,#33FF57
40.0,40.0,-40.0,#33FF57
29.612980210522373,57.0809851765405,-39.40859041958742,#33FF57
40.0,40.0,-40.0,#33FF57
39.705736633895725,41.23992942080967,-59.95935830889309,#33FF57
32.507021398415276,21.456688152966134,-39.970718267693556,#33FF57
40.0,40.0,-40.0,#33FF57
55.51938840875909,50.30650285376818,-47.27492833939567,#33FF57
22.790391832564012,40.18981073991721,-50.18790256168229,#33FF57
38.35534004045781,31.13728113209175,-57.85349567692282,#33FF57
40.0,40.0,-40.0,#33FF57
37.51816833123555,39.255931973483904,-20.168538270217336,#33FF57
35.809951929175476,20.577609935858288,-37.716524280727064,#33FF57
47.46555728327456,25.657237335911212,-28.229247534173233,#33FF57
41.362805169230015,29.093133445506975,-56.708770871407665,#33FF57
39.820291955552115,41.49170526672677,-59.943483156559694,#33FF57
32.32330320344189,29.450280487037247,-55.15822365884365,#33FF57
37.532043761439255,41.335943224846055,-59.80213240296451,#33FF57
54.94320716218723,49.25271250920378,-49.543996591050316,#33FF57
38.719266908533136,44.12874648930263,-20.472758126773435,#33FF57
36.364811805808685,23.734530049666578,-28.944689326499567,#33FF57
46.24749233880583,56.207299690250785,-30.08575387500596,#33FF57
40.0,40.0,-40.0,#33FF57
59.21169645235417,40.36641453944679,-45.547653540721896,#33FF57
47.76945928269378,46.473620454018594,-22.745211080054453,#33FF57
57.788727270722745,48.845380551665315,-42.30660464407451,#33FF57
42.90187838789642,32.7717219276098,-21.57905816929919,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
44.38278017092175,42.68724560727775,-59.32795770430859,#33FF57
43.591202580187776,39.21912678565882,-20.340562036233663,#33FF57
29.480827801284114,42.818399670365054,-56.77508985227348,#33FF57
40.95293324481891,20.831193551444116,-34.374275373898826,#33FF57
38.61721023159665,59.05479034676736,-45.916321263854805,#33FF57
25.658496718011843,40.61942134368682,-53.92614809671749,#33FF57
42.36794685655916,20.229264594943032,-41.87372602792896,#33FF57
40.0,40.0,-40.0,#33FF57
46.31270943517484,21.38674490799118,-36.29913057959858,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
25.979108633045982,53.68858873957294,-35.99535974213523,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
21.759413329515375,31.797707510216256,-40.05827373830318,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
59.482275635518285,36.17363576159475,-37.59170749767723,#33FF57
37.82871482522361,20.165248657397807,-38.63319355176497,#33FF57
41.6707729357827,38.416746175982624,-20.132895904893676,#33FF57
37.2468182327468,30.47729910910919,-22.629388096584165,#33FF57
40.0,40.0,-40.0,#33FF57
59.01137417042314,37.42651011433157,-34.348026719761464,#33FF57
41.61943147188162,53.111793754229325,-55.01526910363022,#33FF57
40.0,40.0,-40.0,#33FF57
49.30737970093274,31.523045698934748,-24.459281584163605,#33FF57
40.0,40.0,-40.0,#33FF57
46.55190357139036,36.710201686208464,-21.392211666998772,#33FF57
40.0,40.0,-40.0,#33FF57
29.70980554114591,57.01466855751744,-37.85222164160357,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
31.45947420126533,39.682062228001115,-21.918010766116357,#33FF57
48.009880557020324,30.63788410439157,-55.75412959891671,#33FF57
47.590552064499704,21.51438954559906,-40.81592002320196,#33FF57
40.0,40.0,-40.0,#33FF57
39.20127022345932,51.32850920771642,-23.537105057896056,#33FF57
34.95915631968775,22.073126301585784,-47.29500475611638,#33FF57
35.57970667746199,43.568848903866574,-59.17613945621214,#33FF57
28.69809154373007,26.059724258557125,-48.828112906993965,#33FF57
55.427693435814135,52.46649044396923,-37.43623494427411,#33FF57
40.0,40.0,-40.0,#33FF57
41.31970245802122,41.24562532334323,-59.91749991781445,#33FF57
32.17198001572884,30.893078181662176,-24.00668645587995,#33FF57
52.12284745976336,24.832608037711413,-35.20554585697053,#33FF57
48.4005021204812,50.05487611558476,-24.88937359259935,#33FF57
50.3166448362363,45.16621566861183,-56.336372148930394,#33FF57
28.930746802967207,29.330068074216676,-52.791567001705815,#33FF57
58.60694690190711,43.35431233372366,-33.47848823067545,#33FF57
41.03630105204784,52.32805959178704,-24.285515381315488,#33FF57
40.0,40.0,-40.0,#33FF57
42.59942993616934,36.04958344841939,-59.432888953419784,#33FF57
30.081117421581247,50.35396539709579,-53.943140569874636,#33FF57
40.0,40.0,-40.0,#33FF57
25.840472585661573,39.95894702158483,-54.124662759002845,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
56.398278600207846,42.98931825705195,-28.947378803739756,#33FF57
40.7170138860612,33.18021078223121,-58.787665265072185,#33FF57
30.547635236139193,51.839536183195065,-26.9432705726994,#33FF57
40.0,40.0,-40.0,#33FF57
32.56301284982901,21.838795155472248,-43.85510839319638,#33FF57
33.121253191357496,22.695124875889757,-47.295487597244005,#33FF57
41.143733933833985,28.60901933586694,-23.600688057179248,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
40.0,40.0,-40.0,#33FF57
40.960685083971526,21.015228350775338,-46.217357123105444,#33FF57
23.56998478563217,29.645851919418707,-44.77977170804592,#33FF57
42.01770050508927,51.37843200216315,-23.676392254041634,#33FF57
52.79392904895097,33.71667951629758,-54.02979911436704,#33FF57
40.0,40.0,-40.0,#33FF57
32.07500826179461,28.2278319944416,-25.907073888000284,#33FF57
43.207514692269655,26.54741919472616,-25.552165588696273,#33FF57
47.887352025757245,34.34496423349763,-22.51256884212658,#33FF57
31.352380686265818,22.25411645465669,-36.79028079112127,#33FF57
20.793475947363355,44.28888674737949,-43.56579364008107,#33FF57
22.984532791472276,33.12091570513164,-32.05317202025782,#33FF57
39.28982907345659,43.607227397201925,-20.340814672017352,#33FF57
24.903498925623186,52.74041417097238,-43.12689975269846,#33FF57
59.5953563137365,35.999338464022735,-40.12929892597857,#33FF57
26.722257931585375,36.04802028472719,-54.42509694576521,#33FF57
23.86776012129503,47.82662418195962,-48.859728574301016,#33FF57
30.506215129064394,28.4055271805572,-26.754765050645716,#33FF57
40.0,40.0,-40.0,#33FF57
30.998628687041904,51.19776582519445,-26.0865045725252,#33FF57
39.95262022975919,36.02044783216594,-20.39997653825743,#33FF57
38.852598896895195,44.439874903328466,-59.46717703087399,#33FF57
50.443848734799715,51.10582127347024,-27.054469595788735,#33FF57
26.40411938761742,33.351367477439474,-53.07469754731596,#33FF57
29.80230188696333,53.23778775973933,-29.010553770846137,#33FF57
40.0,40.0,-40.0,#33FF57
49.66234425594308,-43.18693288018235,22.781330995200115,#3366FF
40.36011805865883,-40.07044997708511,20.003366488717244,#3366FF
40.0,-40.0,40.0,#3366FF
40.331870333329,-40.09176702129408,20.002964197270163,#3366FF
36.5010634538113,-43.22050553609875,59.42641982295508,#3366FF
35.0557355441183,-45.95402194497267,21.55809468441266,#3366FF
40.634429555495046,-32.62794955551367,21.41908583026488,#3366FF
47.257428477326975,-24.132012327094998,30.225712347745315,#3366FF
43.397982486609266,-23.578042542317874,50.898303917526576,#3366FF
37.75839104339728,-59.76626767890703,37.93363814120716,#3366FF
54.258154051170045,-26.384102757702124,36.636611033453256,#3366FF
32.040794512580916,-36.35709346080201,57.98277731485619,#3366FF
21.05461146810597,-39.229852025377234,46.36232076154312,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
37.00180687048699,-34.14472083142061,58.88720582341764,#3366FF
25.099713598014645,-32.09837685392988,29.25077599097036,#3366FF
20.328845317777017,-36.4247459151371,40.51306110428277,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
22.693481953865923,-31.493508391285957,45.30320974785206,#3366FF
51.264519108184544,-55.36136538743911,33.90581730705971,#3366FF
41.400684472368496,-39.99046346332725,59.950889505566764,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
40.0,-40.0,40.0,#3366FF
28.820422750275245,-50.92207025250629,52.47899971619336,#3366FF
40.0,-40.0,40.0,#3366FF
37.79702068504904,-33.917552918285395,58.924870399451606,#3366FF
40.28987246983507,-55.78322385540972,27.719697940145892,#3366FF
